Order_id,Item_price
c27c9bb4-fa36-4140-9f1f-21009254ffdb,5065
d406b0c7-ce17-4654-b9de-f08d421254bd,9192
c273368d-b961-44cb-beaf-62d6fd6c00d5,6984
5aed0059-55a4-4ec6-bb54-97942092020a,6761
e8bed5a9-6933-4aff-9dc6-ccefd7dcde59,2573
a2938961-2833-45f1-83d6-678d9555c603,9290
bfcb562b-9a2f-4cca-aa79-fd4e2952f901,1035
88537e0b-5ffa-43f9-bbe2-fe57a0f4e4ae,5384
e6be9713-13c3-493c-8a91-2137cbbfa7e6,5381
c7caa804-2525-499e-b202-4c781cb68974,5325
5862d1a1-2081-4e28-ad0a-cec43380ac7d,4972
55bbace3-eb2e-4f67-aacb-4f8ee8512f75,3461
c7d5eef8-d239-474c-8d24-542db2923b3c,8108
c1e10375-7426-4b2a-aca6-17dc6bc9c7a3,31
9e0d7d55-d012-42f7-8e21-634942419386,4998
8153c646-4940-406f-992c-952ed08e9af8,7553
4245d6df-49c6-491a-8724-125c4df82e75,5033
0cdaa1f1-02f2-40ec-9134-7cd0f92a6b3e,8630
3f16b782-27cf-4831-b542-cd8bd60c0385,1315
8a1ae638-4d8c-4a5e-bf1b-eb74f881fc3d,4147
96bd06f2-beb2-4462-834f-b6b77aae8c4e,2526
91ba71bf-f229-4544-9dc6-be3b6c2e51d2,7644
a076e47c-cb0b-458d-b4bb-935e04203b1f,8336
91fd56f7-fef1-4d16-9839-0051bda0f370,2396
2509fa08-318d-4526-8122-51603af956a8,2170
e4eed4bb-1b1e-4894-bbd0-e2ba491b562b,3239
24c3e082-0548-485b-a649-7e4dac116731,7100
159aec02-1396-4dd7-95f4-acba7a790ff7,8567
0e53b17c-6d33-4b57-9753-e788545bb995,3887
57fa0ee6-7b49-4721-ad09-7a717fd7afeb,5737
57df6fba-465e-46a7-8a9d-98df37cf8f13,1376
93992718-b762-4073-978a-c79ee02b561f,9916
d99b00a1-24c6-4173-ab90-2fe0e0d5302f,4582
5185b97f-7cfd-4dda-ba45-9697a1483f40,9547
8a04b086-7b38-44b6-a0fc-1c3243fe9993,4615
79d01ef2-c3bc-460b-8e9c-41ae47a90021,8885
bc7a4a0a-700f-4158-b93e-ef508082f026,5244
532a17a9-b82d-44e1-863c-a7a61cbae523,3131
7a8cdbdf-3b92-40e5-a973-b0cc08e6d7d8,5401
933d1988-ecb4-491e-843c-740465605d0e,5241
29085dc4-1691-40d8-b2a4-4c6460197b55,5912
3dc78a3e-0cf3-4714-b4dd-3dc17de57a95,4191
44714e55-902a-4b5e-ac6d-91589b904b84,6281
7ac5b1bc-84e0-4962-b70f-26c8e789c956,5257
691e7a18-2bce-46aa-9e9b-b594828cb033,4916
ef53e1b4-502c-4859-9972-a41c1d87aa48,3859
6cbb35ed-098b-4eb9-b756-fbfbb82dcc1f,2303
27a9f29f-899d-489f-ae06-c51f32234002,1468
53d62950-27f6-49a6-88af-9378807681be,941
b6466d1a-7d65-4f71-a031-4268ecce6326,7910
315a0ea5-97dd-4e96-b820-5d3ca3a3fdef,6167
1caba2a4-7e0e-438c-835a-768f0faa83ba,5810
f8199c58-6f00-410f-bab1-8d3fee78864b,2130
40cfed5c-29a9-4050-b36e-01dc8b2bc270,1820
e91ceda3-ffb5-47f1-9f2e-1bf2e9a18cdb,3131
b4c9e1e7-1477-4370-889c-616451bf7f09,3691
958deb25-4cd0-4c66-a9dc-bb258684fe37,2200
5e3ca074-f3d2-4e49-83f9-3f383ca84d50,1401
1df9c412-6100-46d8-9f51-6b78ccf69e84,6080
f2943504-9065-4b46-8fc3-3b7ada13caa8,8544
9764731c-7eb2-4757-a7d3-de7388bf98ed,3364
04189703-ec47-4038-87ce-31bd4a1ce004,2299
58e31e81-1461-4827-bd13-783b46945cd4,6030
77f14514-2de9-4a4d-bfd8-b1d6df32a58c,9500
f65fc715-2461-450e-a920-993d05bea04c,429
926cc1b1-9ffb-48af-be9a-6dc418661551,3343
178d4482-65b7-4c97-aec0-27fd664a35cb,8857
0529e1c0-30e7-464d-8422-c876f7b6137b,1265
180c6939-c217-4118-880c-d325f1978925,5610
c40d0b03-7e68-4c22-84f0-598c20719598,7183
5cf90c28-9dbd-4638-bda8-9bed4699eb35,3244
12534008-64a7-4f6a-b21d-0e37f41ded49,8431
761acddc-54eb-4b53-84a3-a326f394665b,7135
dd1e3bf1-98ed-46cb-a3cd-72e445a617ec,6590
6d6cf74c-fb6d-42a8-aa4d-1707d5e203a1,4824
ed44ccab-413e-4379-a389-aa669f032775,2988
dbf5658f-9422-4420-9d6e-adb8f095e686,4950
478a19a7-2120-4a74-80a1-1d4fa4efe450,1454
152f045e-5a5b-4d1b-996a-d3b4cf48188e,6106
9fde7e27-5e80-489e-8113-d13a8ee53da0,4859
4bd865bd-5082-464a-bade-ec1324b550a3,8890
10fd384a-fcb8-4d19-b309-f1bb845ea061,4975
7c6a0484-4533-4a33-97b7-58a7ecc3b095,6959
6539fff5-3285-4650-ada8-99a8712a0c50,101
f5432cf4-63aa-4dac-aadb-ca891aaa8c1f,4592
7f252e8c-c257-4d86-94e6-f6a57bc3f28b,4949
cea9d8b6-f66b-4b9c-9fa6-3a6583f18247,4222
492a92d3-52f2-4987-83cb-4338eb652a22,5241
cfc840ad-ff33-40fe-a15f-446446659645,8808
9d7f511a-dfb6-42b5-983c-17f837ff8ecf,5614
50e624d2-bcca-4316-88e0-cad0be3b282f,503
f8e924a7-944d-4586-a35e-93cc8237a073,3549
ac9632ba-54e2-4c2e-b8a4-c0b699389432,8647
5293a8a3-bf90-4db1-b58b-e05feda9cd50,1957
cacb76f9-9d88-4da6-8933-60de7200fc76,7777
2da9a618-298e-46cd-98d8-3404aa4db2c3,8505
067e5ebf-73d2-4480-822c-c0e6353dfaa3,3725
1989ecfc-04b6-4689-8b0e-692e78440e77,1818
ceb9e88b-f8de-4947-a743-496fa966be9f,6777
eb992ae3-60de-44f1-8429-bc08dc7678b2,4485
a9b79999-27bc-4757-ae4a-6496edfd3596,3812
585960aa-a2ad-4bf0-b1a8-544b58489c7f,3483
b631d8ec-110b-4824-99a5-cf854166c2bd,6085
6a322a01-a5b2-4621-b1f1-35cf332ebd74,1817
c272ba25-6cee-4001-9e98-27c1c3f3f99a,240
fceef4b8-4271-44bc-85a4-440c86f43442,9780
6320a255-b193-4bc5-98c6-e4779cadafa9,6536
f7cad483-b1c7-4432-aae7-044ec9479fb9,3211
182632fa-111d-4049-b333-d4637b46cc36,7448
28821ef6-5703-4082-b129-33adb8907129,3637
e6a982e4-0ad1-479c-afaa-2f84afabb3fb,4613
0c871165-7c35-48be-97a1-3885dbcdf80d,2542
43b5b33a-c7a9-4ca5-8910-810ba4ad6305,3070
da266d33-6eb1-44a4-91bc-16a24a009ddb,3450
6b673d67-742c-4002-8cf7-5cea9c98efcc,8243
e604657d-65bc-45f8-82db-6678c8c34a40,9646
c9daefdf-e6da-45cb-9a69-529e013288a0,8937
a9c911b1-f2c8-43fd-9907-a6da3f2912ea,2303
70cd4326-96e7-4a91-aa32-07dfd2db224f,6468
5fbd2882-0763-486a-849f-7b95083bc88d,9679
438d0cd5-ffd8-48c3-b388-39fd079320f5,6859
d4b0738f-8ce0-48b5-996f-32fa0a96b8f4,6757
915c8721-39fd-4f37-bad7-f70e680707dc,4003
b96efdd1-0cc6-447f-85cb-f86cbbd93805,3646
0563c87a-6695-42c5-8316-33922ae694ca,9620
503dd750-1c4c-4d84-81b7-ee9587b7f27e,3336
ac111310-37ff-42f3-99b3-219ec3de760a,2336
63d3701c-e9d4-4280-a596-95124040a1d0,8798
93ef1b08-c1fa-4574-9cc5-52a6046057c5,7828
eb349a4e-d3ec-4232-95f0-d277c0fcf8a6,263
e3ccae12-0457-416a-a662-91092725218f,7238
9ba8ac3b-c6cb-46ab-9f6e-4dbe43a62439,5322
f8d08084-599b-4928-a4ab-bfc81d5257c1,148
0f7d1489-78f4-4bbf-85d0-4f60c98b397e,8452
a5bc77a0-f506-4f7f-87b8-c41720717f48,12
cd2b4b23-2ec1-4a24-9722-660c509d3c1f,4525
a081f867-cf14-495e-99e6-61c83f413d8d,4557
fd651603-4518-4d25-97e0-19a85b8cd0bd,3737
8d65aee6-863d-401a-826d-905daad5b6e7,3305
e1988300-abab-4e95-b5d6-0ba420fb01ab,8824
8312cecc-6148-4472-87df-c6f9dab92a18,6606
876fa4d4-7c20-4763-963e-c39511a188b4,2404
cc2dd5f5-bba2-4b8d-ba43-2c4bd68e13af,408
549b49f6-f921-4440-8ba1-b69ef3d69de8,8239
b8b713c2-adf2-4460-832b-df43018852be,5755
f641e26b-02a6-4f00-9117-dd301d00e945,285
4fb58b70-3cdb-4578-8b79-9bd3ef9513c3,5721
263b9bdb-788a-4c23-9003-74b3397ddc30,3003
be46cd11-01de-4033-af05-bd95174f7ed9,2816
d481ebd4-5c63-40ae-8a28-91071c730ac6,5833
b47e2959-f416-4439-9f62-50ffe994c0ab,7607
74039940-910c-44cd-b462-f082b90c951f,8175
70f580ff-9163-4f71-bdbc-af1a100954b1,8684
31a39495-58a2-4cf9-9aa5-4e4fba9b4982,8960
a8ed43f2-fce8-48cf-9f99-268e1e8479bd,4224
be2f5c03-db6d-4098-bf6a-6d31f2320c69,7839
a3effd07-894a-4a4b-84e1-7611584f39b2,798
f51a1c25-84f2-44e2-a30b-a0d2bbfcdf4f,1422
ad732066-abf4-4b09-bd7b-8d8cb3789701,4808
db1c4e66-903f-429e-a435-7435ccaa336f,6791
d0bb8c2a-b0ae-4ae5-83c7-0b251042d0a5,615
b2f035a9-23b2-43f7-b4c7-61fc05789bcc,6108
1a89eca9-91b5-4742-97c4-7cb14094d2a8,1203
f2bfeeca-1d51-434f-908f-b041ea795c06,6976
7eabbe21-db0a-45ed-a002-7aecd9c3fd8e,3154
ba5d2494-2c8b-4be3-8cd2-c291510935d8,2549
67937305-cfb0-4def-9473-eb5ab3f2e511,76
89af5610-4a68-411b-b348-af6505c537c8,1438
40f015b3-72d9-457d-93ce-ef684e225457,5391
a7d2f7ed-9c54-4c04-82d5-9b6211734960,8330
5f8e49ed-db4f-4582-9274-242c16949748,8030
e8f2e940-9fa5-4297-8bf9-3b289dc7ad1d,7246
c53ace18-b1c0-4762-803a-a4a5d26c36df,9600
dd6630fa-73e9-44b9-9d80-a27c255ba115,5065
87212636-74b9-4b0e-8cd7-741b00ed0944,7518
